STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE,BLOCKID10,PARTFLG,County Name,Block Group,Tract,Longitude,Latitude,HOUSING10,POP10,Tot_Traffic1_BLK,Total_Features
37,183,53805,2004,3.71831E+14,N,Wake,3.71831E+11,37183053805,-78.603891,35.945029,15,46,7340,7401
37,183,53806,1002,3.71831E+14,N,Wake,3.71831E+11,37183053806,,,10,24,5900,5934
37,185,950103,1013,3.7186E+14,N,Warren,3.7186E+11,37185950103,-78.077775,36.421735,14,27,29990,30031
37,189,920701,1020,3.71899E+14,N,Watauga,3.71899E+11,37189920701,,,10,15,71030,71055
37,189,920703,1032,3.71899E+14,N,Watauga,3.71899E+11,37189920703,,,0,0,64020,64020
37,189,920702,2061,3.71899E+14,N,Watauga,3.71899E+11,37189920702,,,14,8,20270,20292
37,191,902,2028,3.7191E+14,N,Wayne,3.7191E+11,37191000902,,,11,19,169300,169330
37,191,304,1003,3.7191E+14,N,Wayne,3.7191E+11,37191000304,,,33,95,95350,95478
37,191,901,3004,3.7191E+14,N,Wayne,3.7191E+11,37191000901,,,111,258,82390,82759
37,191,303,1037,3.7191E+14,N,Wayne,3.7191E+11,37191000303,,,12,27,63740,63779
37,197,50501,1008,3.71971E+14,N,Yadkin,3.71971E+11,37197050501,-80.683639,36.137543,86,203,187610,187899
37,197,50200,1007,3.71971E+14,N,Yadkin,3.71971E+11,37197050200,-80.674,36.229337,8,8,81290,81306
37,197,50101,3002,3.71971E+14,N,Yadkin,3.71971E+11,37197050101,-80.510382,36.193548,95,223,80450,80768
37,197,50502,3000,3.71971E+14,N,Yadkin,3.71971E+11,37197050502,-80.634298,36.090655,46,89,80420,80555
37,197,50102,1001,3.71971E+14,N,Yadkin,3.71971E+11,37197050102,,,26,60,25340,25426
